icd9,icd10,description
29640,F3110,"Bipolar I disorder, most recent episode (or current) manic, unspecified"
29641,F3111,"Bipolar I disorder, most recent episode (or current) manic, mild"
29642,F3112,"Bipolar I disorder, most recent episode (or current) manic, moderate"
29643,F3113,"Bipolar I disorder, most recent episode (or current) manic, severe, without mention of psychotic behavior"
29644,F312,"Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior"
29645,F3173,"Bipolar I disorder, most recent episode (or current) manic, in partial or unspecified remission"
29646,F3174,"Bipolar I disorder, most recent episode (or current) manic, in full remission"
29650,F3130,"Bipolar I disorder, most recent episode (or current) depressed, unspecified"
29651,F3131,"Bipolar I disorder, most recent episode (or current) depressed, mild"
29652,F3132,"Bipolar I disorder, most recent episode (or current) depressed, moderate"
29653,F314,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior"
29654,F315,"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior"
29655,F3175,"Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission"
29656,F3176,"Bipolar I disorder, most recent episode (or current) depressed, in full remission"
29660,F3160,"Bipolar I disorder, most recent episode (or current) mixed, unspecified"
29661,F3161,"Bipolar I disorder, most recent episode (or current) mixed, mild"
29662,F3162,"Bipolar I disorder, most recent episode (or current) mixed, moderate"
29663,F3163,"Bipolar I disorder, most recent episode (or current) mixed, severe, without mention of psychotic behavior"
29664,F3164,"Bipolar I disorder, most recent episode (or current) mixed, severe, specified as with psychotic behavior"
29665,F3177,"Bipolar I disorder, most recent episode (or current) mixed, in partial or unspecified remission"
29666,F3178,"Bipolar I disorder, most recent episode (or current) mixed, in full remission"
2967,F319,"Bipolar I disorder, most recent episode (or current) unspecified"
29680,F319,"Bipolar disorder, unspecified"
29681,F308,Atypical manic disorder
29682,F3289,Atypical depressive disorder
29689,F3181,Other bipolar disorders
29690,F39,Unspecified episodic mood disorder
29699,F3481,Other specified episodic mood disorder
29699,F3489,Other specified episodic mood disorder
2970,F22,"Paranoid state, simple"
2971,F22,Delusional disorder
2972,F22,Paraphrenia
2973,F24,Shared psychotic disorder
2978,F22,Other specified paranoid states
2979,F23,Unspecified paranoid state
2980,F323,Depressive type psychosis
2980,F333,Depressive type psychosis
2981,F28,Excitative type psychosis
2982,F4489,Reactive confusion
2983,F23,Acute paranoid reaction
2984,F23,Psychogenic paranoid psychosis
2988,F23,Other and unspecified reactive psychosis
2989,F29,Unspecified psychosis
29900,F840,"Autistic disorder, current or active state"
29901,F840,"Autistic disorder, residual state"
29910,F843,"Childhood disintegrative disorder, current or active state"
29911,F843,"Childhood disintegrative disorder, residual state"
29980,F845,"Other specified pervasive developmental disorders, current or active state"
29980,F848,"Other specified pervasive developmental disorders, current or active state"
29981,F845,"Other specified pervasive developmental disorders, residual state"
29981,F848,"Other specified pervasive developmental disorders, residual state"
29990,F849,"Unspecified pervasive developmental disorder, current or active state"
29991,F849,"Unspecified pervasive developmental disorder, residual state"
30000,F419,"Anxiety state, unspecified"
30001,F410,Panic disorder without agoraphobia
30002,F411,Generalized anxiety disorder
30009,F418,Other anxiety states
30010,F449,"Hysteria, unspecified"
30011,F444,Conversion disorder
30011,F446,Conversion disorder
30012,F440,Dissociative amnesia
30013,F441,Dissociative fugue
30014,F4481,Dissociative identity disorder
30015,F449,"Dissociative disorder or reaction, unspecified"
30016,F4489,Factitious disorder with predominantly psychological signs and symptoms
30016,F6811,Factitious disorder with predominantly psychological signs and symptoms
30019,F688,Other and unspecified factitious illness
30020,F409,"Phobia, unspecified"
30021,F4001,Agoraphobia with panic disorder
30022,F4002,Agoraphobia without mention of panic attacks
30023,F4010,Social phobia
30029,F40218,Other isolated or specific phobias
30029,F40240,Other isolated or specific phobias
30029,F40241,Other isolated or specific phobias
30029,F408,Other isolated or specific phobias
3003,F422,Obsessive-compulsive disorders
3003,F423,Obsessive-compulsive disorders
3003,F428,Obsessive-compulsive disorders
3003,F429,Obsessive-compulsive disorders
3004,F341,Dysthymic disorder
3005,F488,Neurasthenia
3006,F481,Depersonalization disorder
3007,F4521,Hypochondriasis
3007,F4522,Hypochondriasis
30081,F450,Somatization disorder
30082,F451,Undifferentiated somatoform disorder
30082,F459,Undifferentiated somatoform disorder
30089,F458,Other somatoform disorders
30089,F488,Other somatoform disorders
3009,F489,Unspecified nonpsychotic mental disorder
3009,F99,Unspecified nonpsychotic mental disorder
3010,F600,Paranoid personality disorder
30110,F340,"Affective personality disorder, unspecified"
30111,F6089,Chronic hypomanic personality disorder
30112,F341,Chronic depressive personality disorder
30113,F340,Cyclothymic disorder
30120,F601,"Schizoid personality disorder, unspecified"
30121,F601,Introverted personality
30122,F21,Schizotypal personality disorder
3013,F603,Explosive personality disorder
3014,F605,Obsessive-compulsive personality disorder
30150,F604,"Histrionic personality disorder, unspecified"
30151,F6812,Chronic factitious illness with physical symptoms
30159,F604,Other histrionic personality disorder
3016,F607,Dependent personality disorder
3017,F602,Antisocial personality disorder
30181,F6081,Narcissistic personality disorder
30182,F606,Avoidant personality disorder
30183,F603,Borderline personality disorder
30184,F6089,Passive-aggressive personality
30189,F6089,Other personality disorders
3019,F609,Unspecified personality disorder
3020,F66,Ego-dystonic sexual orientation
3021,F6589,Zoophilia
3022,F654,Pedophilia
3023,F651,Transvestic fetishism
3024,F652,Exhibitionism
30250,F640,Trans-sexualism with unspecified sexual history
30250,Z87890,Trans-sexualism with unspecified sexual history
30251,F640,Trans-sexualism with asexual history
30252,F640,Trans-sexualism with homosexual history
30253,F640,Trans-sexualism with heterosexual history
3026,F642,Gender identity disorder in children
30270,R37,"Psychosexual dysfunction, unspecified"
30271,F520,Hypoactive sexual desire disorder
30272,F5221,Psychosexual dysfunction with inhibited sexual excitement
30272,F528,Psychosexual dysfunction with inhibited sexual excitement
30273,F5231,Female orgasmic disorder
30274,F5232,Male orgasmic disorder
30275,F524,Premature ejaculation
30276,F526,"Dyspareunia, psychogenic"
30279,F521,Psychosexual dysfunction with other specified psychosexual dysfunctions
30279,F528,Psychosexual dysfunction with other specified psychosexual dysfunctions
30281,F650,Fetishism
30282,F653,Voyeurism
30283,F6551,Sexual masochism
30284,F6552,Sexual sadism
30285,F641,Gender identity disorder in adolescents or adults
30289,F6581,Other specified psychosexual disorders
30289,F6589,Other specified psychosexual disorders
30289,F66,Other specified psychosexual disorders
3029,F659,Unspecified psychosexual disorder
30300,F10229,"Acute alcoholic intoxication in alcoholism, unspecified"
30301,F10229,"Acute alcoholic intoxication in alcoholism, continuous"
30302,F10229,"Acute alcoholic intoxication in alcoholism, episodic"
30303,F10229,"Acute alcoholic intoxication in alcoholism, in remission"
30390,F1020,"Other and unspecified alcohol dependence, unspecified"
30391,F1020,"Other and unspecified alcohol dependence, continuous"
30392,F1020,"Other and unspecified alcohol dependence, episodic"
30393,F1021,"Other and unspecified alcohol dependence, in remission"
30400,F1120,"Opioid type dependence, unspecified"
30401,F1120,"Opioid type dependence, continuous"
30402,F1120,"Opioid type dependence, episodic"
30403,F1121,"Opioid type dependence, in remission"
30410,F1320,"Sedative, hypnotic or anxiolytic dependence, unspecified"
30411,F1320,"Sedative, hypnotic or anxiolytic dependence, continuous"
30412,F1320,"Sedative, hypnotic or anxiolytic dependence, episodic"
30413,F1321,"Sedative, hypnotic or anxiolytic dependence, in remission"
30420,F1420,"Cocaine dependence, unspecified"
30421,F1420,"Cocaine dependence, continuous"
30422,F1420,"Cocaine dependence, episodic"
30423,F1421,"Cocaine dependence, in remission"
30430,F1220,"Cannabis dependence, unspecified"
30431,F1220,"Cannabis dependence, continuous"
30432,F1220,"Cannabis dependence, episodic"
30433,F1221,"Cannabis dependence, in remission"
30440,F1520,"Amphetamine and other psychostimulant dependence, unspecified"
30441,F1520,"Amphetamine and other psychostimulant dependence, continuous"
30442,F1520,"Amphetamine and other psychostimulant dependence, episodic"
30443,F1521,"Amphetamine and other psychostimulant dependence, in remission"
30450,F1620,"Hallucinogen dependence, unspecified"
30451,F1620,"Hallucinogen dependence, continuous"
30452,F1620,"Hallucinogen dependence, episodic"
30453,F1621,"Hallucinogen dependence, in remission"
30460,F1920,"Other specified drug dependence, unspecified"
30461,F1920,"Other specified drug dependence, continuous"
30462,F1920,"Other specified drug dependence, episodic"
30463,F1921,"Other specified drug dependence, in remission"
30470,F1920,"Combinations of opioid type drug with any other drug dependence, unspecified"
30471,F1920,"Combinations of opioid type drug with any other drug dependence, continuous"
30472,F1920,"Combinations of opioid type drug with any other drug dependence, episodic"
30473,F1921,"Combinations of opioid type drug with any other drug dependence, in remission"
30480,F1920,"Combinations of drug dependence excluding opioid type drug, unspecified"
30481,F1920,"Combinations of drug dependence excluding opioid type drug, continuous"
30482,F1920,"Combinations of drug dependence excluding opioid type drug, episodic"
30483,F1921,"Combinations of drug dependence excluding opioid type drug, in remission"
30490,F1920,"Unspecified drug dependence, unspecified"
30491,F1920,"Unspecified drug dependence, continuous"
30492,F1920,"Unspecified drug dependence, episodic"
30493,F1921,"Unspecified drug dependence, in remission"
30500,F1010,"Alcohol abuse, unspecified"
30501,F1010,"Alcohol abuse, continuous"
30502,F1010,"Alcohol abuse, episodic"
30503,F1011,"Alcohol abuse, in remission"
3051,F17200,Tobacco use disorder
30520,F1210,"Cannabis abuse, unspecified"
30521,F1210,"Cannabis abuse, continuous"
30521,F1290,"Cannabis abuse, continuous"
30522,F1210,"Cannabis abuse, episodic"
30522,F1290,"Cannabis abuse, episodic"
30523,F1211,"Cannabis abuse, in remission"
30530,F1610,"Hallucinogen abuse, unspecified"
30531,F1610,"Hallucinogen abuse, continuous"
30532,F1610,"Hallucinogen abuse, episodic"
30533,F1611,"Hallucinogen abuse, in remission"
30540,F1310,"Sedative, hypnotic or anxiolytic abuse, unspecified"
30541,F1310,"Sedative, hypnotic or anxiolytic abuse, continuous"
30542,F1310,"Sedative, hypnotic or anxiolytic abuse, episodic"
30543,F1311,"Sedative, hypnotic or anxiolytic abuse, in remission"
30550,F1110,"Opioid abuse, unspecified"
30551,F1110,"Opioid abuse, continuous"
30552,F1110,"Opioid abuse, episodic"
30553,F1111,"Opioid abuse, in remission"
30560,F1410,"Cocaine abuse, unspecified"
30561,F1410,"Cocaine abuse, continuous"
30562,F1410,"Cocaine abuse, episodic"
30563,F1411,"Cocaine abuse, in remission"
30570,F1510,"Amphetamine or related acting sympathomimetic abuse, unspecified"
30571,F1510,"Amphetamine or related acting sympathomimetic abuse, continuous"
30572,F1510,"Amphetamine or related acting sympathomimetic abuse, episodic"
30573,F1511,"Amphetamine or related acting sympathomimetic abuse, in remission"
30580,F1910,"Antidepressant type abuse, unspecified"
30581,F1910,"Antidepressant type abuse, continuous"
30582,F1910,"Antidepressant type abuse, episodic"
30583,F1911,"Antidepressant type abuse, in remission"
30590,F1810,"Other, mixed, or unspecified drug abuse, unspecified"
30590,F1910,"Other, mixed, or unspecified drug abuse, unspecified"
30591,F1810,"Other, mixed, or unspecified drug abuse, continuous"
30591,F1910,"Other, mixed, or unspecified drug abuse, continuous"
30592,F1810,"Other, mixed, or unspecified drug abuse, episodic"
30592,F1910,"Other, mixed, or unspecified drug abuse, episodic"
30593,F1811,"Other, mixed, or unspecified drug abuse, in remission"
30593,F1911,"Other, mixed, or unspecified drug abuse, in remission"
3060,F458,Musculoskeletal malfunction arising from mental factors
