00001 001     0 Central Nervous System and Cranial Nerves, Bypass            Central Nervous System and Cranial Nerves, Bypass
59832 0T907ZX 1 Drainage of Right Kidney, Via Opening, Diagn                 Drainage of Right Kidney, Via Natural or Artificial Opening, Diagnostic
59833 0T907ZZ 1 Drainage of Right Kidney, Via Natural or Artificial Opening  Drainage of Right Kidney, Via Natural or Artificial Opening
59834 0T9080Z 1 Drainage of Right Kidney with Drainage Device, Endo          Drainage of Right Kidney with Drainage Device, Via Natural or Artificial Opening Endoscopic
59835 0T908ZX 1 Drainage of Right Kidney, Endo, Diagn                        Drainage of Right Kidney, Via Natural or Artificial Opening Endoscopic, Diagnostic
59836 0T908ZZ 1 Drainage of Right Kidney, Endo                               Drainage of Right Kidney, Via Natural or Artificial Opening Endoscopic
59837 0T9100Z 1 Drainage of Left Kidney with Drainage Device, Open Approach  Drainage of Left Kidney with Drainage Device, Open Approach
59838 0T910ZX 1 Drainage of Left Kidney, Open Approach, Diagnostic           Drainage of Left Kidney, Open Approach, Diagnostic
59839 0T910ZZ 1 Drainage of Left Kidney, Open Approach                       Drainage of Left Kidney, Open Approach
59840 0T9130Z 1 Drainage of Left Kidney with Drainage Device, Perc Approach  Drainage of Left Kidney with Drainage Device, Percutaneous Approach
59841 0T913ZX 1 Drainage of Left Kidney, Percutaneous Approach, Diagnostic   Drainage of Left Kidney, Percutaneous Approach, Diagnostic
59842 0T913ZZ 1 Drainage of Left Kidney, Percutaneous Approach               Drainage of Left Kidney, Percutaneous Approach
59843 0T9140Z 1 Drainage of Left Kidney with Drain Dev, Perc Endo Approach   Drainage of Left Kidney with Drainage Device, Percutaneous Endoscopic Approach
59844 0T914ZX 1 Drainage of Left Kidney, Perc Endo Approach, Diagn           Drainage of Left Kidney, Percutaneous Endoscopic Approach, Diagnostic
59845 0T914ZZ 1 Drainage of Left Kidney, Percutaneous Endoscopic Approach    Drainage of Left Kidney, Percutaneous Endoscopic Approach
59846 0T9170Z 1 Drainage of Left Kidney with Drainage Device, Via Opening    Drainage of Left Kidney with Drainage Device, Via Natural or Artificial Opening
59847 0T917ZX 1 Drainage of Left Kidney, Via Opening, Diagn                  Drainage of Left Kidney, Via Natural or Artificial Opening, Diagnostic
59848 0T917ZZ 1 Drainage of Left Kidney, Via Natural or Artificial Opening   Drainage of Left Kidney, Via Natural or Artificial Opening
59849 0T9180Z 1 Drainage of Left Kidney with Drainage Device, Endo           Drainage of Left Kidney with Drainage Device, Via Natural or Artificial Opening Endoscopic
59850 0T918ZX 1 Drainage of Left Kidney, Endo, Diagn                         Drainage of Left Kidney, Via Natural or Artificial Opening Endoscopic, Diagnostic
59851 0T918ZZ 1 Drainage of Left Kidney, Endo                                Drainage of Left Kidney, Via Natural or Artificial Opening Endoscopic
59852 0T9300Z 1 Drainage of R Kidney Pelvis with Drain Dev, Open Approach    Drainage of Right Kidney Pelvis with Drainage Device, Open Approach
59853 0T930ZX 1 Drainage of Right Kidney Pelvis, Open Approach, Diagnostic   Drainage of Right Kidney Pelvis, Open Approach, Diagnostic
59854 0T930ZZ 1 Drainage of Right Kidney Pelvis, Open Approach               Drainage of Right Kidney Pelvis, Open Approach
59855 0T9330Z 1 Drainage of R Kidney Pelvis with Drain Dev, Perc Approach    Drainage of Right Kidney Pelvis with Drainage Device, Percutaneous Approach
59856 0T933ZX 1 Drainage of Right Kidney Pelvis, Perc Approach, Diagn        Drainage of Right Kidney Pelvis, Percutaneous Approach, Diagnostic
59857 0T933ZZ 1 Drainage of Right Kidney Pelvis, Percutaneous Approach       Drainage of Right Kidney Pelvis, Percutaneous Approach
59858 0T9340Z 1 Drain of R Kidney Pelvis with Drain Dev, Perc Endo Approach  Drainage of Right Kidney Pelvis with Drainage Device, Percutaneous Endoscopic Approach
59859 0T934ZX 1 Drainage of Right Kidney Pelvis, Perc Endo Approach, Diagn   Drainage of Right Kidney Pelvis, Percutaneous Endoscopic Approach, Diagnostic
59860 0T934ZZ 1 Drainage of Right Kidney Pelvis, Perc Endo Approach          Drainage of Right Kidney Pelvis, Percutaneous Endoscopic Approach
59861 0T9370Z 1 Drainage of Right Kidney Pelvis with Drain Dev, Via Opening  Drainage of Right Kidney Pelvis with Drainage Device, Via Natural or Artificial Opening
59862 0T937ZX 1 Drainage of Right Kidney Pelvis, Via Opening, Diagn          Drainage of Right Kidney Pelvis, Via Natural or Artificial Opening, Diagnostic
59863 0T937ZZ 1 Drainage of Right Kidney Pelvis, Via Opening                 Drainage of Right Kidney Pelvis, Via Natural or Artificial Opening
59864 0T9380Z 1 Drainage of Right Kidney Pelvis with Drainage Device, Endo   Drainage of Right Kidney Pelvis with Drainage Device, Via Natural or Artificial Opening Endoscopic
59865 0T938ZX 1 Drainage of Right Kidney Pelvis, Endo, Diagn                 Drainage of Right Kidney Pelvis, Via Natural or Artificial Opening Endoscopic, Diagnostic
59866 0T938ZZ 1 Drainage of Right Kidney Pelvis, Endo                        Drainage of Right Kidney Pelvis, Via Natural or Artificial Opening Endoscopic
59867 0T9400Z 1 Drainage of Left Kidney Pelvis with Drain Dev, Open Approach Drainage of Left Kidney Pelvis with Drainage Device, Open Approach
59868 0T940ZX 1 Drainage of Left Kidney Pelvis, Open Approach, Diagnostic    Drainage of Left Kidney Pelvis, Open Approach, Diagnostic
59869 0T940ZZ 1 Drainage of Left Kidney Pelvis, Open Approach                Drainage of Left Kidney Pelvis, Open Approach
59870 0T9430Z 1 Drainage of Left Kidney Pelvis with Drain Dev, Perc Approach Drainage of Left Kidney Pelvis with Drainage Device, Percutaneous Approach
59871 0T943ZX 1 Drainage of Left Kidney Pelvis, Percutaneous Approach, Diagn Drainage of Left Kidney Pelvis, Percutaneous Approach, Diagnostic
59872 0T943ZZ 1 Drainage of Left Kidney Pelvis, Percutaneous Approach        Drainage of Left Kidney Pelvis, Percutaneous Approach
59873 0T9440Z 1 Drain of L Kidney Pelvis with Drain Dev, Perc Endo Approach  Drainage of Left Kidney Pelvis with Drainage Device, Percutaneous Endoscopic Approach
59874 0T944ZX 1 Drainage of Left Kidney Pelvis, Perc Endo Approach, Diagn    Drainage of Left Kidney Pelvis, Percutaneous Endoscopic Approach, Diagnostic
59875 0T944ZZ 1 Drainage of Left Kidney Pelvis, Perc Endo Approach           Drainage of Left Kidney Pelvis, Percutaneous Endoscopic Approach
59876 0T9470Z 1 Drainage of Left Kidney Pelvis with Drain Dev, Via Opening   Drainage of Left Kidney Pelvis with Drainage Device, Via Natural or Artificial Opening
59877 0T947ZX 1 Drainage of Left Kidney Pelvis, Via Opening, Diagn           Drainage of Left Kidney Pelvis, Via Natural or Artificial Opening, Diagnostic
59878 0T947ZZ 1 Drainage of Left Kidney Pelvis, Via Opening                  Drainage of Left Kidney Pelvis, Via Natural or Artificial Opening
59879 0T9480Z 1 Drainage of Left Kidney Pelvis with Drainage Device, Endo    Drainage of Left Kidney Pelvis with Drainage Device, Via Natural or Artificial Opening Endoscopic
59880 0T948ZX 1 Drainage of Left Kidney Pelvis, Endo, Diagn                  Drainage of Left Kidney Pelvis, Via Natural or Artificial Opening Endoscopic, Diagnostic
59881 0T948ZZ 1 Drainage of Left Kidney Pelvis, Endo                         Drainage of Left Kidney Pelvis, Via Natural or Artificial Opening Endoscopic
59882 0T9600Z 1 Drainage of Right Ureter with Drainage Device, Open Approach Drainage of Right Ureter with Drainage Device, Open Approach
59883 0T960ZX 1 Drainage of Right Ureter, Open Approach, Diagnostic          Drainage of Right Ureter, Open Approach, Diagnostic
59884 0T960ZZ 1 Drainage of Right Ureter, Open Approach                      Drainage of Right Ureter, Open Approach
59885 0T9630Z 1 Drainage of Right Ureter with Drainage Device, Perc Approach Drainage of Right Ureter with Drainage Device, Percutaneous Approach
59886 0T963ZX 1 Drainage of Right Ureter, Percutaneous Approach, Diagnostic  Drainage of Right Ureter, Percutaneous Approach, Diagnostic
59887 0T963ZZ 1 Drainage of Right Ureter, Percutaneous Approach              Drainage of Right Ureter, Percutaneous Approach
59888 0T9640Z 1 Drainage of Right Ureter with Drain Dev, Perc Endo Approach  Drainage of Right Ureter with Drainage Device, Percutaneous Endoscopic Approach
59889 0T964ZX 1 Drainage of Right Ureter, Perc Endo Approach, Diagn          Drainage of Right Ureter, Percutaneous Endoscopic Approach, Diagnostic
59890 0T964ZZ 1 Drainage of Right Ureter, Percutaneous Endoscopic Approach   Drainage of Right Ureter, Percutaneous Endoscopic Approach
59891 0T9670Z 1 Drainage of Right Ureter with Drainage Device, Via Opening   Drainage of Right Ureter with Drainage Device, Via Natural or Artificial Opening
59892 0T967ZX 1 Drainage of Right Ureter, Via Opening, Diagn                 Drainage of Right Ureter, Via Natural or Artificial Opening, Diagnostic
59893 0T967ZZ 1 Drainage of Right Ureter, Via Natural or Artificial Opening  Drainage of Right Ureter, Via Natural or Artificial Opening
59894 0T9680Z 1 Drainage of Right Ureter with Drainage Device, Endo          Drainage of Right Ureter with Drainage Device, Via Natural or Artificial Opening Endoscopic
59895 0T968ZX 1 Drainage of Right Ureter, Endo, Diagn                        Drainage of Right Ureter, Via Natural or Artificial Opening Endoscopic, Diagnostic
59896 0T968ZZ 1 Drainage of Right Ureter, Endo                               Drainage of Right Ureter, Via Natural or Artificial Opening Endoscopic
59897 0T9700Z 1 Drainage of Left Ureter with Drainage Device, Open Approach  Drainage of Left Ureter with Drainage Device, Open Approach
59898 0T970ZX 1 Drainage of Left Ureter, Open Approach, Diagnostic           Drainage of Left Ureter, Open Approach, Diagnostic
59899 0T970ZZ 1 Drainage of Left Ureter, Open Approach                       Drainage of Left Ureter, Open Approach
59900 0T9730Z 1 Drainage of Left Ureter with Drainage Device, Perc Approach  Drainage of Left Ureter with Drainage Device, Percutaneous Approach
59901 0T973ZX 1 Drainage of Left Ureter, Percutaneous Approach, Diagnostic   Drainage of Left Ureter, Percutaneous Approach, Diagnostic
59902 0T973ZZ 1 Drainage of Left Ureter, Percutaneous Approach               Drainage of Left Ureter, Percutaneous Approach
59903 0T9740Z 1 Drainage of Left Ureter with Drain Dev, Perc Endo Approach   Drainage of Left Ureter with Drainage Device, Percutaneous Endoscopic Approach
59904 0T974ZX 1 Drainage of Left Ureter, Perc Endo Approach, Diagn           Drainage of Left Ureter, Percutaneous Endoscopic Approach, Diagnostic
59905 0T974ZZ 1 Drainage of Left Ureter, Percutaneous Endoscopic Approach    Drainage of Left Ureter, Percutaneous Endoscopic Approach
59906 0T9770Z 1 Drainage of Left Ureter with Drainage Device, Via Opening    Drainage of Left Ureter with Drainage Device, Via Natural or Artificial Opening
59907 0T977ZX 1 Drainage of Left Ureter, Via Opening, Diagn                  Drainage of Left Ureter, Via Natural or Artificial Opening, Diagnostic
59908 0T977ZZ 1 Drainage of Left Ureter, Via Natural or Artificial Opening   Drainage of Left Ureter, Via Natural or Artificial Opening
59909 0T9780Z 1 Drainage of Left Ureter with Drainage Device, Endo           Drainage of Left Ureter with Drainage Device, Via Natural or Artificial Opening Endoscopic
59910 0T978ZX 1 Drainage of Left Ureter, Endo, Diagn                         Drainage of Left Ureter, Via Natural or Artificial Opening Endoscopic, Diagnostic
59911 0T978ZZ 1 Drainage of Left Ureter, Endo                                Drainage of Left Ureter, Via Natural or Artificial Opening Endoscopic
59912 0T9800Z 1 Drainage of Bilateral Ureters with Drain Dev, Open Approach  Drainage of Bilateral Ureters with Drainage Device, Open Approach
59913 0T980ZX 1 Drainage of Bilateral Ureters, Open Approach, Diagnostic     Drainage of Bilateral Ureters, Open Approach, Diagnostic
59914 0T980ZZ 1 Drainage of Bilateral Ureters, Open Approach                 Drainage of Bilateral Ureters, Open Approach
59915 0T9830Z 1 Drainage of Bilateral Ureters with Drain Dev, Perc Approach  Drainage of Bilateral Ureters with Drainage Device, Percutaneous Approach
59916 0T983ZX 1 Drainage of Bilateral Ureters, Percutaneous Approach, Diagn  Drainage of Bilateral Ureters, Percutaneous Approach, Diagnostic
59917 0T983ZZ 1 Drainage of Bilateral Ureters, Percutaneous Approach         Drainage of Bilateral Ureters, Percutaneous Approach
59918 0T9840Z 1 Drainage of Bi Ureter with Drain Dev, Perc Endo Approach     Drainage of Bilateral Ureters with Drainage Device, Percutaneous Endoscopic Approach
59919 0T984ZX 1 Drainage of Bilateral Ureters, Perc Endo Approach, Diagn     Drainage of Bilateral Ureters, Percutaneous Endoscopic Approach, Diagnostic
59920 0T984ZZ 1 Drainage of Bilateral Ureters, Perc Endo Approach            Drainage of Bilateral Ureters, Percutaneous Endoscopic Approach
59921 0T9870Z 1 Drainage of Bilateral Ureters with Drain Dev, Via Opening    Drainage of Bilateral Ureters with Drainage Device, Via Natural or Artificial Opening
59922 0T987ZX 1 Drainage of Bilateral Ureters, Via Opening, Diagn            Drainage of Bilateral Ureters, Via Natural or Artificial Opening, Diagnostic
59923 0T987ZZ 1 Drainage of Bilateral Ureters, Via Opening                   Drainage of Bilateral Ureters, Via Natural or Artificial Opening
59924 0T9880Z 1 Drainage of Bilateral Ureters with Drainage Device, Endo     Drainage of Bilateral Ureters with Drainage Device, Via Natural or Artificial Opening Endoscopic
59925 0T988ZX 1 Drainage of Bilateral Ureters, Endo, Diagn                   Drainage of Bilateral Ureters, Via Natural or Artificial Opening Endoscopic, Diagnostic
59926 0T988ZZ 1 Drainage of Bilateral Ureters, Endo                          Drainage of Bilateral Ureters, Via Natural or Artificial Opening Endoscopic
59927 0T9B00Z 1 Drainage of Bladder with Drainage Device, Open Approach      Drainage of Bladder with Drainage Device, Open Approach
59928 0T9B0ZX 1 Drainage of Bladder, Open Approach, Diagnostic               Drainage of Bladder, Open Approach, Diagnostic
59929 0T9B0ZZ 1 Drainage of Bladder, Open Approach                           Drainage of Bladder, Open Approach
59930 0T9B30Z 1 Drainage of Bladder with Drainage Device, Perc Approach      Drainage of Bladder with Drainage Device, Percutaneous Approach
59931 0T9B3ZX 1 Drainage of Bladder, Percutaneous Approach, Diagnostic       Drainage of Bladder, Percutaneous Approach, Diagnostic
59932 0T9B3ZZ 1 Drainage of Bladder, Percutaneous Approach                   Drainage of Bladder, Percutaneous Approach
59933 0T9B40Z 1 Drainage of Bladder with Drainage Device, Perc Endo Approach Drainage of Bladder with Drainage Device, Percutaneous Endoscopic Approach
59934 0T9B4ZX 1 Drainage of Bladder, Percutaneous Endoscopic Approach, Diagn Drainage of Bladder, Percutaneous Endoscopic Approach, Diagnostic
59935 0T9B4ZZ 1 Drainage of Bladder, Percutaneous Endoscopic Approach        Drainage of Bladder, Percutaneous Endoscopic Approach
59936 0T9B70Z 1 Drainage of Bladder with Drainage Device, Via Opening        Drainage of Bladder with Drainage Device, Via Natural or Artificial Opening
59937 0T9B7ZX 1 Drainage of Bladder, Via Opening, Diagn                      Drainage of Bladder, Via Natural or Artificial Opening, Diagnostic
