icd9,icd10,description
24960,E08610,Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy
24960,E0940,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified"
24960,E0941,Drug or chemical induced diabetes mellitus with neurological complications with diabetic mononeuropathy
24960,E0942,Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy
24960,E0943,Drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy
24960,E0944,Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy
24960,E0949,Drug or chemical induced diabetes mellitus with neurological complications with other diabetic neurological complication
24960,E09610,Drug or chemical induced diabetes mellitus with diabetic neuropathic arthropathy
24960,E1340,"Other specified diabetes mellitus with diabetic neuropathy, unspecified"
24960,E1341,Other specified diabetes mellitus with diabetic mononeuropathy
24960,E1342,Other specified diabetes mellitus with diabetic polyneuropathy
24960,E1343,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy
24960,E1344,Other specified diabetes mellitus with diabetic amyotrophy
24960,E1349,Other specified diabetes mellitus with other diabetic neurological complication
24961,E0840,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified"
24961,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24961,E0940,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified"
24970,E0851,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
24970,E0951,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene
24970,E1359,Other specified diabetes mellitus with other circulatory complications
24971,E0851,Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
24971,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24971,E0951,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene
24980,E08618,Diabetes mellitus due to underlying condition with other diabetic arthropathy
24980,E08620,Diabetes mellitus due to underlying condition with diabetic dermatitis
24980,E08621,Diabetes mellitus due to underlying condition with foot ulcer
24980,E08622,Diabetes mellitus due to underlying condition with other skin ulcer
24980,E08628,Diabetes mellitus due to underlying condition with other skin complications
24980,E08630,Diabetes mellitus due to underlying condition with periodontal disease
24980,E08638,Diabetes mellitus due to underlying condition with other oral complications
24980,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24980,E0869,Diabetes mellitus due to underlying condition with other specified complication
24980,E09618,Drug or chemical induced diabetes mellitus with other diabetic arthropathy
24980,E09620,Drug or chemical induced diabetes mellitus with diabetic dermatitis
24980,E09621,Drug or chemical induced diabetes mellitus with foot ulcer
24980,E09622,Drug or chemical induced diabetes mellitus with other skin ulcer
24980,E09628,Drug or chemical induced diabetes mellitus with other skin complications
24980,E09630,Drug or chemical induced diabetes mellitus with periodontal disease
24980,E09638,Drug or chemical induced diabetes mellitus with other oral complications
24980,E09649,Drug or chemical induced diabetes mellitus with hypoglycemia without coma
24980,E0965,Drug or chemical induced diabetes mellitus with hyperglycemia
24980,E0969,Drug or chemical induced diabetes mellitus with other specified complication
24980,E13620,Other specified diabetes mellitus with diabetic dermatitis
24980,E13621,Other specified diabetes mellitus with foot ulcer
24980,E13622,Other specified diabetes mellitus with other skin ulcer
24980,E13628,Other specified diabetes mellitus with other skin complications
24980,E13638,Other specified diabetes mellitus with other oral complications
24980,E13649,Other specified diabetes mellitus with hypoglycemia without coma
24980,E1365,Other specified diabetes mellitus with hyperglycemia
24980,E1369,Other specified diabetes mellitus with other specified complication
24981,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24981,E0869,Diabetes mellitus due to underlying condition with other specified complication
24981,E0969,Drug or chemical induced diabetes mellitus with other specified complication
24990,E088,Diabetes mellitus due to underlying condition with unspecified complications
24990,E098,Drug or chemical induced diabetes mellitus with unspecified complications
24990,E138,Other specified diabetes mellitus with unspecified complications
24991,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24991,E088,Diabetes mellitus due to underlying condition with unspecified complications
24991,E098,Drug or chemical induced diabetes mellitus with unspecified complications
25000,E119,Type 2 diabetes mellitus without complications
25001,E109,Type 1 diabetes mellitus without complications
25002,E1165,Type 2 diabetes mellitus with hyperglycemia
25003,E1065,Type 1 diabetes mellitus with hyperglycemia
25010,E1110,Type 2 diabetes mellitus with ketoacidosis without coma
25010,E1169,Type 2 diabetes mellitus with other specified complication
25010,E1310,Other specified diabetes mellitus with ketoacidosis without coma
25011,E1010,Type 1 diabetes mellitus with ketoacidosis without coma
25012,E1110,Type 2 diabetes mellitus with ketoacidosis without coma
25012,E1165,Type 2 diabetes mellitus with hyperglycemia
25012,E1169,Type 2 diabetes mellitus with other specified complication
25012,E1310,Other specified diabetes mellitus with ketoacidosis without coma
25013,E1010,Type 1 diabetes mellitus with ketoacidosis without coma
25013,E1065,Type 1 diabetes mellitus with hyperglycemia
25020,E1100,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
25020,E1101,Type 2 diabetes mellitus with hyperosmolarity with coma
25021,E1069,Type 1 diabetes mellitus with other specified complication
25022,E1100,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
25022,E1165,Type 2 diabetes mellitus with hyperglycemia
25023,E1065,Type 1 diabetes mellitus with hyperglycemia
25023,E1069,Type 1 diabetes mellitus with other specified complication
25030,E1111,Type 2 diabetes mellitus with ketoacidosis with coma
25030,E11641,Type 2 diabetes mellitus with hypoglycemia with coma
25031,E1011,Type 1 diabetes mellitus with ketoacidosis with coma
25031,E10641,Type 1 diabetes mellitus with hypoglycemia with coma
25032,E1101,Type 2 diabetes mellitus with hyperosmolarity with coma
25032,E1165,Type 2 diabetes mellitus with hyperglycemia
25033,E1011,Type 1 diabetes mellitus with ketoacidosis with coma
25033,E1065,Type 1 diabetes mellitus with hyperglycemia
25040,E1129,Type 2 diabetes mellitus with other diabetic kidney complication
25041,E1029,Type 1 diabetes mellitus with other diabetic kidney complication
25042,E1121,Type 2 diabetes mellitus with diabetic nephropathy
25042,E1165,Type 2 diabetes mellitus with hyperglycemia
25043,E1021,Type 1 diabetes mellitus with diabetic nephropathy
25043,E1065,Type 1 diabetes mellitus with hyperglycemia
25050,E11311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema
25050,E11319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema
25050,E1136,Type 2 diabetes mellitus with diabetic cataract
25050,E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication
25051,E10311,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema
25051,E10319,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema
25051,E1036,Type 1 diabetes mellitus with diabetic cataract
25051,E1037X,
25051,E1037X,
25051,E1037X,
25051,E1037X,
25051,E1039,Type 1 diabetes mellitus with other diabetic ophthalmic complication
25052,E11311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema
25052,E11319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema
25052,E1136,Type 2 diabetes mellitus with diabetic cataract
25052,E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication
25052,E1165,Type 2 diabetes mellitus with hyperglycemia
25053,E10311,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema
25053,E10319,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema
25053,E1036,Type 1 diabetes mellitus with diabetic cataract
25053,E1039,Type 1 diabetes mellitus with other diabetic ophthalmic complication
25053,E1065,Type 1 diabetes mellitus with hyperglycemia
25060,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
25061,E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified"
25062,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
25062,E1165,Type 2 diabetes mellitus with hyperglycemia
25063,E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified"
25063,E1065,Type 1 diabetes mellitus with hyperglycemia
25070,E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
25071,E1051,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene
25072,E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
25072,E1165,Type 2 diabetes mellitus with hyperglycemia
25073,E1051,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene
25073,E1065,Type 1 diabetes mellitus with hyperglycemia
25080,E11618,Type 2 diabetes mellitus with other diabetic arthropathy
25080,E11620,Type 2 diabetes mellitus with diabetic dermatitis
25080,E11621,Type 2 diabetes mellitus with foot ulcer
25080,E11622,Type 2 diabetes mellitus with other skin ulcer
25080,E11628,Type 2 diabetes mellitus with other skin complications
25080,E11630,Type 2 diabetes mellitus with periodontal disease
25080,E11638,Type 2 diabetes mellitus with other oral complications
25080,E11649,Type 2 diabetes mellitus with hypoglycemia without coma
25080,E1165,Type 2 diabetes mellitus with hyperglycemia
25080,E1169,Type 2 diabetes mellitus with other specified complication
25081,E10618,Type 1 diabetes mellitus with other diabetic arthropathy
25081,E10620,Type 1 diabetes mellitus with diabetic dermatitis
25081,E10621,Type 1 diabetes mellitus with foot ulcer
25081,E10622,Type 1 diabetes mellitus with other skin ulcer
25081,E10628,Type 1 diabetes mellitus with other skin complications
25081,E10630,Type 1 diabetes mellitus with periodontal disease
25081,E10638,Type 1 diabetes mellitus with other oral complications
25081,E10649,Type 1 diabetes mellitus with hypoglycemia without coma
25081,E1065,Type 1 diabetes mellitus with hyperglycemia
25081,E1069,Type 1 diabetes mellitus with other specified complication
25082,E1165,Type 2 diabetes mellitus with hyperglycemia
25082,E1169,Type 2 diabetes mellitus with other specified complication
25083,E1065,Type 1 diabetes mellitus with hyperglycemia
25083,E1069,Type 1 diabetes mellitus with other specified complication
25090,E118,Type 2 diabetes mellitus with unspecified complications
25091,E108,Type 1 diabetes mellitus with unspecified complications
25092,E1165,Type 2 diabetes mellitus with hyperglycemia
25092,E118,Type 2 diabetes mellitus with unspecified complications
25093,E1065,Type 1 diabetes mellitus with hyperglycemia
25093,E108,Type 1 diabetes mellitus with unspecified complications
2510,E15,Nondiabetic hypoglycemic coma
2511,E160,Drug-induced hypoglycemia without coma
2511,E161,Other hypoglycemia
2512,E162,"Hypoglycemia, unspecified"
2513,E891,Postprocedural hypoinsulinemia
2514,E163,Increased secretion of glucagon
2515,E164,Increased secretion of gastrin
2518,E168,Other specified disorders of pancreatic internal secretion
2519,E169,"Disorder of pancreatic internal secretion, unspecified"
25200,E213,"Hyperparathyroidism, unspecified"
25201,E210,Primary hyperparathyroidism
25202,E211,"Secondary hyperparathyroidism, not elsewhere classified"
25208,E212,Other hyperparathyroidism
2521,E209,"Hypoparathyroidism, unspecified"
2528,E214,Other specified disorders of parathyroid gland
2529,E215,"Disorder of parathyroid gland, unspecified"
2530,E220,Acromegaly and pituitary gigantism
2531,E228,Other hyperfunction of pituitary gland
2531,E229,"Hyperfunction of pituitary gland, unspecified"
2532,E230,Hypopituitarism
2533,E230,Hypopituitarism
2534,E236,Other disorders of pituitary gland
2535,E232,Diabetes insipidus
2536,E222,Syndrome of inappropriate secretion of antidiuretic hormone
2537,E231,Drug-induced hypopituitarism
2537,E893,Postprocedural hypopituitarism
2538,E236,Other disorders of pituitary gland
2539,E233,"Hypothalamic dysfunction, not elsewhere classified"
2539,E237,"Disorder of pituitary gland, unspecified"
2540,E320,Persistent hyperplasia of thymus
2541,E321,Abscess of thymus
2548,E328,Other diseases of thymus
2549,E329,"Disease of thymus, unspecified"
2550,E240,Pituitary-dependent Cushing's disease
2550,E242,Drug-induced Cushing's syndrome
2550,E243,Ectopic ACTH syndrome
2550,E248,Other Cushing's syndrome
2550,E249,"Cushing's syndrome, unspecified"
25510,E2609,Other primary hyperaldosteronism
25510,E269,"Hyperaldosteronism, unspecified"
25511,E2602,Glucocorticoid-remediable aldosteronism
25512,E2601,Conn's syndrome
25513,E2681,Bartter's syndrome
25514,E261,Secondary hyperaldosteronism
2552,E250,Congenital adrenogenital disorders associated with enzyme deficiency
2552,E258,Other adrenogenital disorders
2552,E259,"Adrenogenital disorder, unspecified"
2553,E270,Other adrenocortical overactivity
25541,E271,Primary adrenocortical insufficiency
25541,E272,Addisonian crisis
25541,E2740,Unspecified adrenocortical insufficiency
25542,E2749,Other adrenocortical insufficiency
2555,E2749,Other adrenocortical insufficiency
2556,E275,Adrenomedullary hyperfunction
2558,E278,Other specified disorders of adrenal gland
